outgoing_flight_number,origin_airport,destination_airport,layover_airport,duration,price
FI618,JFK,CDG,FI618+FI542,31H50M,395.98
FI618,JFK,CDG,FI618+FI542,31H50M,399.55
FI618,JFK,CDG,FI618+FI542,31H50M,405.99
FI618,JFK,CDG,FI618+FI542,31H50M,416.52
FI618,JFK,CDG,FI618+FI542,31H50M,417.46
FI618,JFK,CDG,FI618+FI542,31H50M,411.64
FI618,JFK,CDG,FI618+FI542,31H50M,401.21
FI618,JFK,CDG,FI618+FI542,31H50M,394.73
FI618,JFK,CDG,FI618+FI542,31H50M,414.79
FI618,JFK,CDG,FI618+FI542,31H50M,416.45
FI618,JFK,CDG,FI618+FI542,31H50M,420.14
FI618,JFK,CDG,FI618+FI542,31H50M,413.58
FI618,JFK,CDG,FI618+FI542,31H50M,397.29
FI618,JFK,CDG,FI618+FI542,31H50M,409.93
FI618,JFK,CDG,FI618+FI542,31H50M,410.00
FI618,JFK,CDG,FI618+FI542,31H50M,421.46
FI618,JFK,CDG,FI618+FI542,31H50M,414.39
FI618,JFK,CDG,FI618+FI542,31H50M,396.32
FI618,JFK,CDG,FI618+FI542,31H50M,420.37
FI618,JFK,CDG,FI618+FI542,31H50M,407.98
FI618,JFK,CDG,FI618+FI542,31H50M,414.32
FI618,JFK,CDG,FI618+FI542,31H50M,406.42
FI618,JFK,CDG,FI618+FI542,31H50M,404.88
FI618,JFK,CDG,FI618+FI542,31H50M,407.54
FI618,JFK,CDG,FI618+FI542,31H50M,393.66
FI618,JFK,CDG,FI618+FI542,31H50M,418.34
FI618,JFK,CDG,FI618+FI542,31H50M,411.68
FI618,JFK,CDG,FI618+FI542,31H50M,420.43
FI618,JFK,CDG,FI618+FI542,31H50M,395.15
FI618,JFK,CDG,FI618+FI542,31H50M,401.41
FI618,JFK,CDG,FI618+FI542,31H50M,422.48
FI618,JFK,CDG,FI618+FI542,31H50M,404.63
FI618,JFK,CDG,FI618+FI542,31H50M,406.18
FI618,JFK,CDG,FI618+FI542,31H50M,407.62
FI618,JFK,CDG,FI618+FI542,31H50M,398.34
FI618,JFK,CDG,FI618+FI542,31H50M,415.96
FI618,JFK,CDG,FI618+FI542,31H50M,398.60
FI618,JFK,CDG,FI618+FI542,31H50M,398.47
FI618,JFK,CDG,FI618+FI542,31H50M,416.62
FI618,JFK,CDG,FI618+FI542,31H50M,405.41
FI618,JFK,CDG,FI618+FI542,31H50M,392.89
FI618,JFK,CDG,FI618+FI542,31H50M,400.40
FI618,JFK,CDG,FI618+FI542,31H50M,418.51
FI618,JFK,CDG,FI618+FI542,31H50M,398.66
FI618,JFK,CDG,FI618+FI542,31H50M,394.39
FI618,JFK,CDG,FI618+FI542,31H50M,417.69
FI618,JFK,CDG,FI618+FI542,31H50M,409.74
FI618,JFK,CDG,FI618+FI542,31H50M,405.73
FI618,JFK,CDG,FI618+FI542,31H50M,398.79
FI618,JFK,CDG,FI618+FI542,31H50M,408.56
FI618,JFK,CDG,FI618+FI542,31H50M,408.86
FI618,JFK,CDG,FI618+FI542,31H50M,417.27
FI618,JFK,CDG,FI618+FI542,31H50M,405.73
FI618,JFK,CDG,FI618+FI542,31H50M,398.03
FI618,JFK,CDG,FI618+FI542,31H50M,417.79
FI618,JFK,CDG,FI618+FI542,31H50M,398.12
FI618,JFK,CDG,FI618+FI542,31H50M,415.29
FI618,JFK,CDG,FI618+FI542,31H50M,419.76
FI618,JFK,CDG,FI618+FI542,31H50M,417.69
FI618,JFK,CDG,FI618+FI542,31H50M,419.74
FI618,JFK,CDG,FI618+FI542,31H50M,411.25
FI618,JFK,CDG,FI618+FI542,31H50M,408.69
FI618,JFK,CDG,FI618+FI542,31H50M,400.62
FI618,JFK,CDG,FI618+FI542,31H50M,418.87
FI618,JFK,CDG,FI618+FI542,31H50M,417.39
FI618,JFK,CDG,FI618+FI542,31H50M,417.01
FI618,JFK,CDG,FI618+FI542,31H50M,402.61
FI618,JFK,CDG,FI618+FI542,31H50M,412.60
FI622,EWR,CDG,FI622+FI542,10H35M,410.75
FI622,EWR,CDG,FI622+FI542,10H35M,408.87
FI622,EWR,CDG,FI622+FI542,10H35M,419.46
FI622,EWR,CDG,FI622+FI542,10H35M,429.53
FI622,EWR,CDG,FI622+FI542,10H35M,434.07
FI622,EWR,CDG,FI622+FI542,10H35M,410.82
FI622,EWR,CDG,FI622+FI542,10H35M,427.96
FI622,EWR,CDG,FI622+FI542,10H35M,409.84
FI622,EWR,CDG,FI622+FI542,10H35M,415.74
FI622,EWR,CDG,FI622+FI542,10H35M,431.49
FI622,EWR,CDG,FI622+FI542,10H35M,419.05
FI622,EWR,CDG,FI622+FI542,10H35M,430.54
FI622,EWR,CDG,FI622+FI542,10H35M,416.37
FI622,EWR,CDG,FI622+FI542,10H35M,433.01
FI622,EWR,CDG,FI622+FI542,10H35M,413.45
FI622,EWR,CDG,FI622+FI542,10H35M,422.71
FI622,EWR,CDG,FI622+FI542,10H35M,406.39
FI622,EWR,CDG,FI622+FI542,10H35M,427.18
FI622,EWR,CDG,FI622+FI542,10H35M,413.31
FI622,EWR,CDG,FI622+FI542,10H35M,405.02
FI622,EWR,CDG,FI622+FI542,10H35M,428.76
FI622,EWR,CDG,FI622+FI542,10H35M,422.60
FI622,EWR,CDG,FI622+FI542,10H35M,426.42
FI622,EWR,CDG,FI622+FI542,10H35M,422.30
FI622,EWR,CDG,FI622+FI542,10H35M,408.78
FI622,EWR,CDG,FI622+FI542,10H35M,407.04
FI622,EWR,CDG,FI622+FI542,10H35M,404.89
FI622,EWR,CDG,FI622+FI542,10H35M,433.22
FI622,EWR,CDG,FI622+FI542,10H35M,421.26
FI622,EWR,CDG,FI622+FI542,10H35M,405.74
FI622,EWR,CDG,FI622+FI542,10H35M,432.04
FI622,EWR,CDG,FI622+FI542,10H35M,408.98
FI622,EWR,CDG,FI622+FI542,10H35M,418.93
FI622,EWR,CDG,FI622+FI542,10H35M,405.60
FI622,EWR,CDG,FI622+FI542,10H35M,412.26
FI622,EWR,CDG,FI622+FI542,10H35M,410.80
FI622,EWR,CDG,FI622+FI542,10H35M,422.67
FI622,EWR,CDG,FI622+FI542,10H35M,404.91
FI622,EWR,CDG,FI622+FI542,10H35M,418.75
FI622,EWR,CDG,FI622+FI542,10H35M,415.84
FI622,EWR,CDG,FI622+FI542,10H35M,414.73
FI622,EWR,CDG,FI622+FI542,10H35M,419.38
FI622,EWR,CDG,FI622+FI542,10H35M,412.22
FI622,EWR,CDG,FI622+FI542,10H35M,428.37
FI622,EWR,CDG,FI622+FI542,10H35M,409.70
FI622,EWR,CDG,FI622+FI542,10H35M,416.76
FI622,EWR,CDG,FI622+FI542,10H35M,410.52
FI622,EWR,CDG,FI622+FI542,10H35M,427.11
FI622,EWR,CDG,FI622+FI542,10H35M,425.21
FI622,EWR,CDG,FI622+FI542,10H35M,415.56
FI622,EWR,CDG,FI622+FI542,10H35M,424.09
FI622,EWR,CDG,FI622+FI542,10H35M,408.50
FI622,EWR,CDG,FI622+FI542,10H35M,425.21
FI622,EWR,CDG,FI622+FI542,10H35M,406.52
FI622,EWR,CDG,FI622+FI542,10H35M,416.11
FI622,EWR,CDG,FI622+FI542,10H35M,431.71
FI622,EWR,CDG,FI622+FI542,10H35M,412.49
FI622,EWR,CDG,FI622+FI542,10H35M,410.64
FI622,EWR,CDG,FI622+FI542,10H35M,417.96
FI622,EWR,CDG,FI622+FI542,10H35M,412.08
FI622,EWR,CDG,FI622+FI542,10H35M,404.75
FI622,EWR,CDG,FI622+FI542,10H35M,412.80
FI622,EWR,CDG,FI622+FI542,10H35M,421.29
FI622,EWR,CDG,FI622+FI542,10H35M,407.31
FI622,EWR,CDG,FI622+FI542,10H35M,419.57
FI622,EWR,CDG,FI622+FI542,10H35M,416.72
FI622,EWR,CDG,FI622+FI542,10H35M,426.84
FI622,EWR,CDG,FI622+FI542,10H35M,423.60
FI622,EWR,CDG,FI622+FI542,10H35M,407.99
FI622,EWR,CDG,FI622+FI542,10H35M,414.27
FI622,EWR,CDG,FI622+FI542,10H35M,417.65
FI622,EWR,CDG,FI622+FI542,10H35M,428.53
FI622,EWR,CDG,FI622+FI542,10H35M,424.08
FI622,EWR,CDG,FI622+FI542,10H35M,420.74
FI622,EWR,CDG,FI622+FI542,10H35M,409.88
FI622,EWR,CDG,FI622+FI542,10H35M,412.25
FI622,EWR,CDG,FI622+FI542,10H35M,429.46
FI622,EWR,CDG,FI622+FI542,10H35M,426.91
FI622,EWR,CDG,FI622+FI542,10H35M,409.01
FI622,EWR,CDG,FI622+FI542,10H35M,409.67
FI622,EWR,CDG,FI622+FI542,10H35M,426.22
FI622,EWR,CDG,FI622+FI542,10H35M,418.95
FI622,EWR,CDG,FI622+FI542,10H35M,411.59
FI622,EWR,CDG,FI622+FI542,10H35M,423.46
FI622,EWR,CDG,FI622+FI542,10H35M,409.94
FI622,EWR,CDG,FI622+FI542,10H35M,408.44
FI622,EWR,CDG,FI622+FI542,10H35M,434.03
FI622,EWR,CDG,FI622+FI542,10H35M,410.42
FI622,EWR,CDG,FI622+FI542,10H35M,406.09
FI622,EWR,CDG,FI622+FI542,10H35M,417.09
FI622,EWR,CDG,FI622+FI542,10H35M,429.36
FI622,EWR,CDG,FI622+FI542,10H35M,432.72
FI622,EWR,CDG,FI622+FI542,10H35M,418.02
FI622,EWR,CDG,FI622+FI542,10H35M,423.49
FI622,EWR,CDG,FI622+FI542,10H35M,411.01
FI622,EWR,CDG,FI622+FI542,10H35M,430.28
FI622,EWR,CDG,FI622+FI542,10H35M,423.51
FI622,EWR,CDG,FI622+FI542,10H35M,433.58
FI622,EWR,CDG,FI622+FI542,10H35M,428.97
FI622,EWR,CDG,FI622+FI542,10H35M,421.33
FI622,EWR,CDG,FI622+FI542,10H35M,408.26
FI622,EWR,CDG,FI622+FI542,10H35M,421.17
FI622,EWR,CDG,FI622+FI542,10H35M,428.54
FI622,EWR,CDG,FI622+FI542,10H35M,424.82
FI622,EWR,CDG,FI622+FI542,10H35M,420.63
FI622,EWR,CDG,FI622+FI542,10H35M,431.05
FI622,EWR,CDG,FI622+FI542,10H35M,415.53
FI622,EWR,CDG,FI622+FI542,10H35M,420.95
FI622,EWR,CDG,FI622+FI542,10H35M,410.21
FI622,EWR,CDG,FI622+FI542,10H35M,423.72
FI622,EWR,CDG,FI622+FI542,10H35M,432.89
FI622,EWR,CDG,FI622+FI542,10H35M,414.66
FI622,EWR,CDG,FI622+FI542,10H35M,405.32
FI622,EWR,CDG,FI622+FI542,10H35M,408.77
FI622,EWR,CDG,FI622+FI542,10H35M,414.61
FI622,EWR,CDG,FI622+FI542,10H35M,431.47
FI622,EWR,CDG,FI622+FI542,10H35M,420.08
FI622,EWR,CDG,FI622+FI542,10H35M,432.66
FI622,EWR,CDG,FI622+FI542,10H35M,430.89
FI622,EWR,CDG,FI622+FI542,10H35M,415.26
FI622,EWR,CDG,FI622+FI542,10H35M,410.80
FI622,EWR,CDG,FI622+FI542,10H35M,416.00
FI622,EWR,CDG,FI622+FI542,10H35M,405.78
FI622,EWR,CDG,FI622+FI542,10H35M,424.27
FI622,EWR,CDG,FI622+FI542,10H35M,414.02
FI622,EWR,CDG,FI622+FI542,10H35M,416.39
FI622,EWR,CDG,FI622+FI542,10H35M,414.17
FI622,EWR,CDG,FI622+FI542,10H35M,433.47
FI622,EWR,CDG,FI622+FI542,10H35M,414.36
FI622,EWR,CDG,FI622+FI542,10H35M,434.08
FI622,EWR,CDG,FI622+FI542,10H35M,408.51
FI622,EWR,CDG,FI622+FI542,10H35M,410.24
FI622,EWR,CDG,FI622+FI542,10H35M,429.90
FI622,EWR,CDG,FI622+FI542,10H35M,420.41
FI622,EWR,CDG,FI622+FI542,10H35M,418.52
FI622,EWR,CDG,FI622+FI542,10H35M,423.82
FI622,EWR,CDG,FI622+FI542,10H35M,405.63
FI622,EWR,CDG,FI622+FI542,10H35M,412.13
FI622,EWR,CDG,FI622+FI542,10H35M,417.61
FI622,EWR,CDG,FI622+FI542,10H35M,409.67
FI622,EWR,CDG,FI622+FI542,10H35M,431.61
FI622,EWR,CDG,FI622+FI542,10H35M,429.26
FI622,EWR,CDG,FI622+FI542,10H35M,419.13
FI622,EWR,CDG,FI622+FI542,10H35M,405.55
FI622,EWR,CDG,FI622+FI542,10H35M,412.44
FI622,EWR,CDG,FI622+FI542,10H35M,419.22
FI622,EWR,CDG,FI622+FI542,10H35M,433.13
FI622,EWR,CDG,FI622+FI542,10H35M,408.36
FI622,EWR,CDG,FI622+FI542,10H35M,427.70
FI622,EWR,CDG,FI622+FI542,10H35M,426.35
FI622,EWR,CDG,FI622+FI542,10H35M,430.64
FI622,EWR,CDG,FI622+FI542,10H35M,408.44
FI622,EWR,CDG,FI622+FI542,10H35M,419.48
FI622,EWR,CDG,FI622+FI542,10H35M,432.90
FI622,EWR,CDG,FI622+FI542,10H35M,416.87
FI622,EWR,CDG,FI622+FI542,10H35M,422.15
FI622,EWR,CDG,FI622+FI542,10H35M,423.41
FI622,EWR,CDG,FI622+FI542,10H35M,415.72
FI622,EWR,CDG,FI622+FI542,10H35M,407.70
FI622,EWR,CDG,FI622+FI542,10H35M,433.25
FI622,EWR,CDG,FI622+FI542,10H35M,422.86
FI622,EWR,CDG,FI622+FI542,10H35M,431.96
FI622,EWR,CDG,FI622+FI542,10H35M,405.49
FI622,EWR,CDG,FI622+FI542,10H35M,409.12
FI622,EWR,CDG,FI622+FI542,10H35M,422.87
FI622,EWR,CDG,FI622+FI542,10H35M,416.92
FI622,EWR,CDG,FI622+FI542,10H35M,419.83
FI622,EWR,CDG,FI622+FI542,10H35M,410.03
FI622,EWR,CDG,FI622+FI542,10H35M,420.99
FI622,EWR,CDG,FI622+FI542,10H35M,418.20
FI622,EWR,CDG,FI622+FI542,10H35M,417.37
FI622,EWR,CDG,FI622+FI542,10H35M,406.65
FI622,EWR,CDG,FI622+FI542,10H35M,405.56
FI622,EWR,CDG,FI622+FI542,10H35M,422.00
FI622,EWR,CDG,FI622+FI542,10H35M,411.53
FI622,EWR,CDG,FI622+FI542,10H35M,415.04
FI622,EWR,CDG,FI622+FI542,10H35M,419.60
FI622,EWR,CDG,FI622+FI542,10H35M,420.25
FI622,EWR,CDG,FI622+FI542,10H35M,428.08
FI622,EWR,CDG,FI622+FI542,10H35M,407.70
FI622,EWR,CDG,FI622+FI542,10H35M,418.82
FI622,EWR,CDG,FI622+FI542,10H35M,431.02
FI622,EWR,CDG,FI622+FI542,10H35M,426.22
FI622,EWR,CDG,FI622+FI542,10H35M,424.42
FI622,EWR,CDG,FI622+FI542,10H35M,416.49
FI622,EWR,CDG,FI622+FI542,10H35M,419.14
FI622,EWR,CDG,FI622+FI542,10H35M,426.84
FI622,EWR,CDG,FI622+FI542,10H35M,428.45
FI622,EWR,CDG,FI622+FI542,10H35M,425.49
FI622,EWR,CDG,FI622+FI542,10H35M,419.71
FI622,EWR,CDG,FI622+FI542,10H35M,410.11
FI622,EWR,CDG,FI622+FI542,10H35M,420.52
FI622,EWR,CDG,FI622+FI542,10H35M,428.71
FI622,EWR,CDG,FI622+FI542,10H35M,413.52
FI622,EWR,CDG,FI622+FI542,10H35M,423.61
FI622,EWR,CDG,FI622+FI542,10H35M,416.54
FI622,EWR,CDG,FI622+FI542,10H35M,423.39
FI622,EWR,CDG,FI622+FI542,10H35M,430.99
FI622,EWR,CDG,FI622+FI542,10H35M,429.39
FI622,EWR,CDG,FI622+FI542,10H35M,414.02
FI622,EWR,CDG,FI622+FI542,10H35M,422.91
FI622,EWR,CDG,FI622+FI542,10H35M,429.56
FI622,EWR,CDG,FI622+FI542,10H35M,434.29
FI622,EWR,CDG,FI622+FI542,10H35M,407.25
FI622,EWR,CDG,FI622+FI542,10H35M,430.84
FI622,EWR,CDG,FI622+FI542,10H35M,418.87
FI622,EWR,CDG,FI622+FI542,10H35M,432.08
FI622,EWR,CDG,FI622+FI542,10H35M,432.59
FI622,EWR,CDG,FI622+FI542,10H35M,406.50
FI622,EWR,CDG,FI622+FI542,10H35M,408.10
FI622,EWR,CDG,FI622+FI542,10H35M,418.69
FI622,EWR,CDG,FI622+FI542,10H35M,411.75
FI622,EWR,CDG,FI622+FI542,10H35M,419.93
FI622,EWR,CDG,FI622+FI542,10H35M,411.42
FI622,EWR,CDG,FI622+FI542,10H35M,432.78
FI622,EWR,CDG,FI622+FI542,10H35M,414.38
FI622,EWR,CDG,FI622+FI542,10H35M,405.20
FI622,EWR,CDG,FI622+FI542,10H35M,419.24
FI622,EWR,CDG,FI622+FI542,10H35M,423.69
FI622,EWR,CDG,FI622+FI542,10H35M,429.70
FI622,EWR,CDG,FI622+FI542,10H35M,406.56
FI622,EWR,CDG,FI622+FI542,10H35M,426.36
FI622,EWR,CDG,FI622+FI542,10H35M,416.61
FI622,EWR,CDG,FI622+FI542,10H35M,432.04
FI622,EWR,CDG,FI622+FI542,10H35M,419.88
FI622,EWR,CDG,FI622+FI542,10H35M,431.91
FI622,EWR,CDG,FI622+FI542,10H35M,411.31
FI622,EWR,CDG,FI622+FI542,10H35M,415.56
FI622,EWR,CDG,FI622+FI542,10H35M,434.20
FI622,EWR,CDG,FI622+FI542,10H35M,420.95
FI622,EWR,CDG,FI622+FI542,10H35M,405.77
FI622,EWR,CDG,FI622+FI542,10H35M,420.52
FI622,EWR,CDG,FI622+FI542,10H35M,433.17
FI622,EWR,CDG,FI622+FI542,10H35M,433.69
FI622,EWR,CDG,FI622+FI542,10H35M,429.05
FI622,EWR,CDG,FI622+FI542,10H35M,425.54
FI622,EWR,CDG,FI622+FI542,10H35M,405.26
FI622,EWR,CDG,FI622+FI542,10H35M,414.79
FI622,EWR,CDG,FI622+FI542,10H35M,419.87
FI622,EWR,CDG,FI622+FI542,10H35M,419.41
FI622,EWR,CDG,FI622+FI542,10H35M,423.59
FI622,EWR,CDG,FI622+FI542,10H35M,413.25
FI622,EWR,CDG,FI622+FI542,10H35M,407.25
FI622,EWR,CDG,FI622+FI542,10H35M,429.89
FI622,EWR,CDG,FI622+FI542,10H35M,411.97
FI622,EWR,CDG,FI622+FI542,10H35M,422.00
FI622,EWR,CDG,FI622+FI542,10H35M,428.40
FI622,EWR,CDG,FI622+FI542,10H35M,428.05
FI622,EWR,CDG,FI622+FI542,10H35M,412.92
FI622,EWR,CDG,FI622+FI542,10H35M,415.78
FI622,EWR,CDG,FI622+FI542,10H35M,405.86
FI622,EWR,CDG,FI622+FI542,10H35M,422.28
FI622,EWR,CDG,FI622+FI542,10H35M,425.83
FI622,EWR,CDG,FI622+FI542,10H35M,406.78
FI622,EWR,CDG,FI622+FI542,10H35M,431.71
FI622,EWR,CDG,FI622+FI542,10H35M,419.14
FI622,EWR,CDG,FI622+FI542,10H35M,429.45
FI622,EWR,CDG,FI622+FI542,10H35M,408.83
FI622,EWR,CDG,FI622+FI542,10H35M,430.31
FI622,EWR,CDG,FI622+FI542,10H35M,415.92
FI622,EWR,CDG,FI622+FI542,10H35M,432.35
FI622,EWR,CDG,FI622+FI542,10H35M,423.38
FI622,EWR,CDG,FI622+FI542,10H35M,423.65
FI622,EWR,CDG,FI622+FI542,10H35M,434.13
FI622,EWR,CDG,FI622+FI542,10H35M,427.72
FI622,EWR,CDG,FI622+FI542,10H35M,423.87
FI622,EWR,CDG,FI622+FI542,10H35M,413.90
FI622,EWR,CDG,FI622+FI542,10H35M,433.41
FI622,EWR,CDG,FI622+FI542,10H35M,425.27
FI622,EWR,CDG,FI622+FI542,10H35M,419.73
FI622,EWR,CDG,FI622+FI542,10H35M,417.36
FI622,EWR,CDG,FI622+FI542,10H35M,421.06
FI622,EWR,CDG,FI622+FI542,10H35M,422.64
FI622,EWR,CDG,FI622+FI542,10H35M,425.94
FI622,EWR,CDG,FI622+FI542,10H35M,431.42
FI622,EWR,CDG,FI622+FI542,10H35M,424.68
FI622,EWR,CDG,FI622+FI542,10H35M,431.90
FI622,EWR,CDG,FI622+FI542,10H35M,420.86
FI622,EWR,CDG,FI622+FI542,10H35M,422.36
FI622,EWR,CDG,FI622+FI542,10H35M,413.18
FI622,EWR,CDG,FI622+FI542,10H35M,413.36
FI622,EWR,CDG,FI622+FI542,10H35M,421.78
FI622,EWR,CDG,FI622+FI542,10H35M,406.39
FI622,EWR,CDG,FI622+FI542,10H35M,415.21
FI622,EWR,CDG,FI622+FI542,10H35M,418.80
FI622,EWR,CDG,FI622+FI542,10H35M,405.97
FI622,EWR,CDG,FI622+FI542,10H35M,419.32
FI622,EWR,CDG,FI622+FI542,10H35M,424.09
FI622,EWR,CDG,FI622+FI542,10H35M,429.92
FI622,EWR,CDG,FI622+FI542,10H35M,423.81
FI622,EWR,CDG,FI622+FI542,10H35M,411.64
FI622,EWR,CDG,FI622+FI542,10H35M,413.81
FI622,EWR,CDG,FI622+FI542,10H35M,414.45
FI622,EWR,CDG,FI622+FI542,10H35M,430.71
FI622,EWR,CDG,FI622+FI542,10H35M,415.81
FI622,EWR,CDG,FI622+FI542,10H35M,432.47
FI622,EWR,CDG,FI622+FI542,10H35M,413.00
FI622,EWR,CDG,FI622+FI542,10H35M,405.31
FI622,EWR,CDG,FI622+FI542,10H35M,420.59
FI622,EWR,CDG,FI622+FI542,10H35M,427.11
FI622,EWR,CDG,FI622+FI546,13H30M,413.15
FI622,EWR,CDG,FI622+FI546,13H30M,413.33
FI622,EWR,CDG,FI622+FI546,13H30M,404.31
FI622,EWR,CDG,FI622+FI546,13H30M,417.41
FI622,EWR,CDG,FI622+FI546,13H30M,424.84
FI622,EWR,CDG,FI622+FI546,13H30M,419.17
FI622,EWR,CDG,FI622+FI546,13H30M,414.00
FI622,EWR,CDG,FI622+FI546,13H30M,425.23
FI622,EWR,CDG,FI622+FI546,13H30M,411.68
FI622,EWR,CDG,FI622+FI546,13H30M,421.12
FI622,EWR,CDG,FI622+FI546,13H30M,410.84
FI622,EWR,CDG,FI622+FI546,13H30M,412.41
FI622,EWR,CDG,FI622+FI546,13H30M,406.57
FI622,EWR,CDG,FI622+FI546,13H30M,430.55
FI622,EWR,CDG,FI622+FI546,13H30M,404.61
FI622,EWR,CDG,FI622+FI546,13H30M,410.54
FI622,EWR,CDG,FI622+FI546,13H30M,428.15
FI622,EWR,CDG,FI622+FI546,13H30M,411.17
FI622,EWR,CDG,FI622+FI546,13H30M,410.38
FI622,EWR,CDG,FI622+FI546,13H30M,433.78
FI622,EWR,CDG,FI622+FI546,13H30M,415.04
FI622,EWR,CDG,FI622+FI546,13H30M,410.95
FI622,EWR,CDG,FI622+FI546,13H30M,429.22
FI622,EWR,CDG,FI622+FI546,13H30M,419.03
FI622,EWR,CDG,FI622+FI546,13H30M,419.43
FI622,EWR,CDG,FI622+FI546,13H30M,426.53
FI622,EWR,CDG,FI622+FI546,13H30M,432.63
FI622,EWR,CDG,FI622+FI546,13H30M,416.79
FI622,EWR,CDG,FI622+FI546,13H30M,419.55
FI622,EWR,CDG,FI622+FI546,13H30M,408.78
FI622,EWR,CDG,FI622+FI546,13H30M,415.80
FI622,EWR,CDG,FI622+FI546,13H30M,411.41
FI622,EWR,CDG,FI622+FI546,13H30M,411.57
FI622,EWR,CDG,FI622+FI546,13H30M,426.87
FI622,EWR,CDG,FI622+FI546,13H30M,409.11
FI622,EWR,CDG,FI622+FI546,13H30M,420.23
FI622,EWR,CDG,FI622+FI546,13H30M,426.36
FI622,EWR,CDG,FI622+FI546,13H30M,409.19
FI622,EWR,CDG,FI622+FI546,13H30M,410.27
FI622,EWR,CDG,FI622+FI546,13H30M,408.23
FI622,EWR,CDG,FI622+FI546,13H30M,414.77
FI622,EWR,CDG,FI622+FI546,13H30M,409.95
FI622,EWR,CDG,FI622+FI546,13H30M,430.15
FI622,EWR,CDG,FI622+FI546,13H30M,407.67
FI622,EWR,CDG,FI622+FI546,13H30M,416.39
FI622,EWR,CDG,FI622+FI546,13H30M,433.09
FI622,EWR,CDG,FI622+FI546,13H30M,425.29
FI622,EWR,CDG,FI622+FI546,13H30M,421.14
FI622,EWR,CDG,FI622+FI546,13H30M,422.12
FI622,EWR,CDG,FI622+FI546,13H30M,407.65
FI622,EWR,CDG,FI622+FI546,13H30M,407.94
FI622,EWR,CDG,FI622+FI546,13H30M,421.08
FI622,EWR,CDG,FI622+FI546,13H30M,429.15
FI622,EWR,CDG,FI622+FI546,13H30M,433.14
FI622,EWR,CDG,FI622+FI546,13H30M,410.86
FI622,EWR,CDG,FI622+FI546,13H30M,429.76
FI622,EWR,CDG,FI622+FI546,13H30M,408.79
FI622,EWR,CDG,FI622+FI546,13H30M,428.17
FI622,EWR,CDG,FI622+FI546,13H30M,429.07
FI622,EWR,CDG,FI622+FI546,13H30M,410.18
FI622,EWR,CDG,FI622+FI546,13H30M,413.25
FI622,EWR,CDG,FI622+FI546,13H30M,421.71
FI622,EWR,CDG,FI622+FI546,13H30M,434.06
FI622,EWR,CDG,FI622+FI546,13H30M,421.15
FI622,EWR,CDG,FI622+FI546,13H30M,405.81
FI622,EWR,CDG,FI622+FI546,13H30M,422.93
FI622,EWR,CDG,FI622+FI546,13H30M,417.63
FI622,EWR,CDG,FI622+FI546,13H30M,428.18
FI622,EWR,CDG,FI622+FI546,13H30M,431.41
FI622,EWR,CDG,FI622+FI546,13H30M,433.50
FI622,EWR,CDG,FI622+FI546,13H30M,412.73
FI622,EWR,CDG,FI622+FI546,13H30M,426.38
FI622,EWR,CDG,FI622+FI546,13H30M,430.17
FI622,EWR,CDG,FI622+FI546,13H30M,424.91
FI622,EWR,CDG,FI622+FI546,13H30M,407.49
FI622,EWR,CDG,FI622+FI546,13H30M,412.09
FI622,EWR,CDG,FI622+FI546,13H30M,405.41
FI622,EWR,CDG,FI622+FI546,13H30M,412.94
FI622,EWR,CDG,FI622+FI546,13H30M,405.31
FI622,EWR,CDG,FI622+FI546,13H30M,406.08
FI622,EWR,CDG,FI622+FI546,13H30M,420.42
FI622,EWR,CDG,FI622+FI546,13H30M,412.02
FI622,EWR,CDG,FI622+FI546,13H30M,419.78
FI622,EWR,CDG,FI622+FI546,13H30M,423.56
FI622,EWR,CDG,FI622+FI546,13H30M,424.00
FI622,EWR,CDG,FI622+FI546,13H30M,423.87
FI622,EWR,CDG,FI622+FI546,13H30M,426.84
FI622,EWR,CDG,FI622+FI546,13H30M,414.72
FI622,EWR,CDG,FI622+FI546,13H30M,424.41
FI622,EWR,CDG,FI622+FI546,13H30M,416.93
FI622,EWR,CDG,FI622+FI546,13H30M,419.12
FI622,EWR,CDG,FI622+FI546,13H30M,433.19
FI622,EWR,CDG,FI622+FI546,13H30M,424.02
FI622,EWR,CDG,FI622+FI546,13H30M,416.83
FI622,EWR,CDG,FI622+FI546,13H30M,418.18
FI622,EWR,CDG,FI622+FI546,13H30M,430.35
FI622,EWR,CDG,FI622+FI546,13H30M,423.35
FI622,EWR,CDG,FI622+FI546,13H30M,422.35
FI622,EWR,CDG,FI622+FI546,13H30M,409.58
FI622,EWR,CDG,FI622+FI546,13H30M,419.32
FI622,EWR,CDG,FI622+FI546,13H30M,432.84
FI622,EWR,CDG,FI622+FI546,13H30M,416.36
FI622,EWR,CDG,FI622+FI546,13H30M,433.44
FI622,EWR,CDG,FI622+FI546,13H30M,414.37
FI622,EWR,CDG,FI622+FI546,13H30M,413.93
FI622,EWR,CDG,FI622+FI546,13H30M,427.97
FI622,EWR,CDG,FI622+FI546,13H30M,409.17
FI622,EWR,CDG,FI622+FI546,13H30M,419.43
FI622,EWR,CDG,FI622+FI546,13H30M,407.44
FI622,EWR,CDG,FI622+FI546,13H30M,408.55
FI622,EWR,CDG,FI622+FI546,13H30M,427.86
FI622,EWR,CDG,FI622+FI546,13H30M,423.46
FI622,EWR,CDG,FI622+FI546,13H30M,417.59
